ecb04675, 966
df174874, 12
622c9e63, 5606
e10b386d, 4
2a975c70, 1932
d01b258b, 1
206e80cf, 605
362ca474, 11
cadd8924, 4
11541bdc, 436
4d05776c, 354
a0ee88cf, 2207
df903301, 419
e1ae106c, 3459
4bbad827, 1626
b3f5e894, 10
cacf0bc7, 41
983083cf, 673
d9a3f40d, 428
d7ff6cd2, 633
fdca7770, 629
1dc24d74, 4
2cb29d71, 83
7d8a6541, 2210
eddc58c6, 2603
1a2d89cf, 226
291c2e45, 9249
03230666, 1104
13a4be79, 58
3971ed8e, 42
2201d92b, 18
53998d63, 24
d8fe0805, 107
71bb3963, 1750
2932ef1c, 3
01db0a39, 1
063b5ad4, 34
6b053c27, 1
950ae194, 5
91140272, 1497
67bb3963, 1270
9d87c4cc, 1
7f78297e, 447
1effccb7, 1
15608b2b, 1371
77688f24, 21
3cb15b58, 1
dc6201dd, 3938
771fb70d, 72
2017e570, 773
7bbb3963, 1427
4f6c594a, 45
4d010c7a, 596
337989cf, 894
5f7478d4, 13
6ebb3963, 1372
b464f3d4, 1479
7cbb3963, 1401
886a7b55, 38
3188c199, 310
f3d51666, 341
f8e1d564, 141
d342c981, 5
1479216c, 1145
13680c3c, 3
e1707b44, 751
53b48855, 380
e4f7bc79, 25
a9866e60, 1
85eecd2b, 919
5cbb3963, 2243
0d779ab7, 479
781ba9cd, 3
66b6092b, 23
b83d123a, 3
6e43ef12, 44
5a9a8d63, 106
2b31d37f, 1922
7a2c9e63, 4520
c0d5a474, 33
dfa45973, 2516
d8250e7a, 1516
5894696a, 5
cafc0a76, 8
a9ea4e6b, 107
e86f34d4, 2
88628b2b, 1300
ae476575, 185
2fa90d9d, 1074
872f4d59, 43
03d6554a, 50
2a3f0d45, 4
89243f2f, 477
ea24dc6b, 1
fb63072b, 72
6dbfa9cd, 47
ca10e277, 85
8f840049, 202
59bc0663, 9
7c638bcf, 166
7de4eed4, 30
525bf77e, 10
0c8a3101, 1
9b246f70, 475
cf2ced06, 2
0cdc53dd, 5
e399e888, 10
11b16884, 1583
52626ec5, 37
dda69770, 753
2f89490a, 1
ecfb0601, 3
53812e80, 209
3513204b, 724
815a52d3, 192
42b2594a, 45
b96ef194, 3
ae38e9b7, 1
599791cf, 188
3bb088cf, 846
2e161a82, 1
1995a455, 5
825d99cb, 3
0e2384d7, 39
2505776c, 503
e10f2cc3, 500
4c2098cf, 1130
7c76216c, 5
debed843, 2
309ead42, 20
90693880, 1883
5a08936d, 1183
5c88c199, 467
53bb3963, 1961
6f08936d, 1425
1e90080f, 86
8f26546a, 1002
eabb3963, 762
07b9020a, 23
e61a75c4, 120
0730c3cc, 26
aeb4ee77, 15
fd80fd6f, 745
bf892a79, 2
5608936d, 1152
50ccedb7, 5
ea1a04a7, 778
475fac47, 792
54e2a271, 5
3aca9c6d, 5
cb7ff94a, 10
a10b88cf, 299
8a2c7a01, 69
be195f45, 1
a5dcac89, 190
e5be7770, 1187
d98ac199, 75
6b0f637e, 243
1516df41, 347
f11c51d6, 253
b7f6c6b7, 647
d0e0e56d, 17
2c45a474, 8
7f11e377, 14
abae38cd, 276
4c3e8901, 3
5ebb3963, 2028
047809d5, 34
6d94d861, 49
c237c579, 20
4490e26d, 34
c111cc42, 41
918fd8b7, 2019
81fe8970, 254
a72e9e63, 3641
da26546a, 1022
4dbf95cf, 5215
d9423182, 1705
4f5f9363, 10
7208a827, 332
b2d7bcc9, 100
a07122cb, 1651
4a343f6f, 21
ae32ad9a, 3
6c433c31, 14
f5bb3963, 779
d67d83d0, 21
a14fc3a3, 6
6c07776c, 119
62bb3963, 1609
a955926d, 13
ccc6a1cd, 1461
c24a8edb, 69
cf6008db, 684
41323976, 2
899e387a, 20
4f3ca4ae, 54
759dd86b, 1571
eebb3963, 779
aa63ca0d, 15
cc30c984, 47
f6e49427, 52
fe6c4d82, 86
8337e16d, 3
509169d8, 134
83efe6d4, 3076
3ebbbd2b, 9
451cd9ce, 241
17d1987a, 716
d52d0a6c, 405
fa391dd2, 16463
ecbb3963, 778
daa9b2b7, 144
f443b727, 204
0cb765b8, 3240
22adb9d6, 269
bf4ab727, 102
b739b4b7, 722
0befea77, 1555
fac7056c, 77
0368774f, 3
dd340524, 1
5dd87bd3, 56
bb97bc6b, 43
3811e377, 564
3eafa7cf, 521
158b9cc7, 16
5fbb3963, 1806
706e4fc4, 141
5ab23024, 4
59bb3963, 1952
f84eea1c, 118
e822a474, 7
abbf8b06, 57
d3d811d8, 819
13203b84, 1000
6cbb3963, 1399
841f494a, 29
567ae968, 10
38648286, 3560
fcbb3963, 865
6ad6c7b7, 621
5bcc9e14, 46
b5b51a7f, 1
bd3e1977, 281
52bb3963, 2047
1f31922b, 23
bd3c917e, 8
7f9f53d4, 13
23fe8e43, 12
a9d97bd3, 19
764380cf, 553
c78fa474, 5
1bc88814, 116
3c67ee06, 4
17245d24, 2
ec58a977, 2
d326546a, 1367
9b412849, 37
eafac268, 25
a7b662b8, 735
58cfa768, 1318
324fd323, 134
f3bb3963, 787
f69b2d80, 121
8bdf0048, 299
e25a99b7, 4
fbba9549, 3464
51e9c782, 81
fd6c2680, 75
e1ab9c06, 1
9e5c56c9, 751
2d37c579, 8
e8782b56, 9092
f891694e, 300
89723e39, 565
41dcc993, 96
dc05b2cb, 27
9dcd90dc, 2204
9d702d80, 453
14a1120f, 220
60b2cb2b, 16
44b97fd9, 297
3ac47b75, 7
abcfeed2, 456
59a7bcb7, 58
ebbb3963, 954
fda72031, 214
