f0cd9e14, 114
3846fb49, 22
d5e8530f, 434
b52c9e63, 8685
a9c13024, 5
3b39ef73, 2657
edd455d5, 916
83ead5b7, 42
c48a471c, 1007
75ae2b82, 1450
cadbf023, 366
a2f20f3a, 25
44c0e277, 845
ad169433, 159
0a07fcd1, 220
6b35df43, 316
92bb7770, 4
6a9f501c, 264
37fb932b, 479
0c29d8d8, 108
5cbb3963, 2277
d01850d3, 146
66d09106, 19
05a68924, 10
bbd97770, 1223
eddc58c6, 2423
99cd9e14, 55
9b4cec7b, 1901
aa03776c, 242
1417902b, 640
df51a071, 172
3affb7c3, 67
5ea19770, 1212
7761c7b7, 1
2e40ef46, 50
69c73868, 2754
d640e570, 543
d690c548, 1095
4708036b, 29
18ce0977, 4
0b8aa5cf, 226
38648286, 1934
b739b4b7, 683
5b4493ce, 3184
2b08fd2b, 96
1205776c, 475
7f01b812, 1
ceb28924, 13
af9d628e, 57
f5d50c45, 7746
42d0bc6f, 319
fe227170, 211
3811e377, 553
216059ca, 65
50cf4e6b, 56
6a090e3a, 577
b595617e, 11
ac45b727, 6
44bb3963, 1911
8c855270, 611
0ff8a189, 528
7b64990f, 40
002d7575, 79
62670b80, 501
f3d51666, 320
e1ae106c, 2307
6a959976, 4
68b5eca4, 6
e24d55d4, 24
989a8d63, 95
871f227e, 2
defd0539, 9
fa391dd2, 16802
197a290c, 71
c6aa4e75, 18
71b355b8, 3
739169d8, 63
91945b75, 672
6a6a2bc2, 10
064205b6, 12
c4cc9e14, 62
5cd4f531, 44
2b8ba241, 1347
6298f17b, 53
53751d66, 100
18d7b6b7, 11
c3588906, 124
2c35a5c9, 126
0b998d63, 52
8c6f6a7e, 62
fcfdbd15, 458
05ac1a82, 920
d044a474, 6
7447c377, 844
eb63496b, 1
5e34c627, 125
f02df656, 12
f73a3284, 154
10b55d1c, 442
1c7fe972, 1
e1707b44, 751
79acef0c, 2611
2e8bef06, 7
7dd87bd3, 6
35e1f87a, 1
75bb3963, 1879
aa31c850, 2719
80930980, 367
555be277, 381
cdbb1182, 808
ea6c4d82, 107
182bc696, 23
2f27c579, 14
55bb3963, 1976
610c57d7, 53
f7f29f49, 60
f3292d80, 2755
b2de0663, 11
390f5975, 1808
97ab6e60, 3
69f9f17b, 219
d79a8d63, 20
70bb3963, 1762
215e6f24, 26
14a1120f, 248
e56c1563, 19
3c0cf34b, 10
61d8947e, 7
6afe0a76, 23
8e766360, 3
d231ff96, 66
