472798cf, 1638
89363bce, 13
77224070, 885
fc6f0968, 38
f4f0df58, 480
6a892a79, 42
ef246c01, 113
b52c9e63, 8653
de7e1d66, 7
c1c47f70, 1146
b2f8a8d4, 1
4fd6c6cc, 3
a9a19770, 2106
7e5a952b, 155
2ba33180, 454
2756ea0d, 3
401a0c72, 105
3098a9cd, 1826
2b9a8d63, 126
d582d6dc, 88
77089ecf, 229
c76bf3d4, 1129
b303776c, 109
eddc58c6, 2749
54bb3963, 1552
d640e570, 787
c16ab3b7, 125
6fbb3963, 1721
ef0e766f, 124
291c2e45, 14519
bd4388cf, 481
1ddf4d59, 35
9502240c, 2520
e1707b44, 747
d5c25e1c, 1784
92dfc14c, 34
13002c70, 76
7b070b82, 259
969a8d63, 35
7bf22a6c, 3677
d8cfc489, 167
17d1987a, 519
8a519992, 200
34fc6442, 40
a4fe517b, 3
cbb320cb, 161
2e0a5401, 16
0d608b2b, 1278
8d8b7070, 115
4c2098cf, 1842
68ea33b2, 1
4a4c4c74, 15
5c00979a, 18
e95596b7, 2086
fcbb3963, 858
46bb3963, 2182
e9dc8924, 40
70b80172, 2073
272ca474, 10
17e97f70, 466
905cdf27, 186
b7f6c6b7, 551
73566f24, 76
6af16442, 6
f15ee193, 1
e672044c, 226
4e595b75, 971
a62e9e63, 3176
078be906, 10
91cb1b32, 510
0c6ba8cd, 2
9b246f70, 398
64951563, 103
ff7c6c01, 7019
2114ae72, 2
625e056c, 494
ac1ef477, 121
a98ab631, 4
88907056, 216
49e8f1dd, 632
bcd1406f, 244
43045374, 74
3b850f82, 4
51ccbd15, 115
835b7b05, 18
74731b0a, 2
963bc579, 529
429ae424, 47
1f48ca6e, 73
e65c6001, 698
4e93a35f, 430
8eedc993, 816
bdef8b7f, 1408
4e0d7a01, 2
02e21078, 3
2e9fc572, 71
94f9256f, 188
1164c66f, 1
fdca7770, 786
a3bf88cf, 80
dfcd9e14, 15
0da19770, 773
75bb3963, 1817
d2ba673a, 24
adb20e82, 34
6b572c66, 56
c2a94e92, 280
11cf4e6b, 129
791661b8, 87
285bea77, 2
79bb3963, 2017
95e240d5, 7
9ab3e112, 485
26d3c6b7, 243
64c28665, 4922
7bf09b2b, 8
69de1cc5, 43
71f964cf, 11
7228a2cf, 824
7d04a877, 16
ac674a74, 12
f3246c01, 358
7af77b64, 880
bf1bb70d, 1
4c414b74, 415
7a42bcb7, 1935
071e9fcf, 68
18e5fb37, 4
d2521e6c, 232
e68ac199, 477
f994338e, 172
b9363fd1, 10
49096e70, 429
8634b727, 104
fbba9549, 3062
7b11a6b7, 1753
ae0e5a4f, 2346
267deb41, 102
2c61c97b, 1
0d47cd6f, 93
f55a6001, 205
84fa256f, 25
1405860d, 111
79be270c, 26
cba45d82, 1
ebbb3963, 635
0d657275, 92
b464f3d4, 1512
5e21480a, 4
2b31d37f, 1905
e7e28c78, 310
09dabd79, 5
0c639ab7, 2142
3abd5124, 372
1811368e, 45
5e5f9363, 6
f61eb990, 30
c9b334dd, 330
a6ebb1cc, 4
e11ae470, 440
f9ee5ac5, 198
08a3d76c, 33
253cef1c, 4
6c15feb7, 1605
ee658c6c, 13
cf6008db, 636
49bb3963, 1777
f168017a, 1
71fa256f, 380
8a7cfe46, 54
b14ce8b7, 2128
622c9e63, 5451
cb5de16d, 7
e0d9ef1c, 5
225b73cc, 3
eff20239, 2
f06c4d82, 44
eafcbcc9, 94
43a10d3a, 50
57bb3963, 1757
44bb3963, 1824
7abb3963, 1667
05a7ef1c, 8
ea95cc76, 6
f3e64175, 5
d97be403, 4
4ccd9e14, 22
1d4cd049, 44
cfe24ac4, 4
0fd9a2cb, 494
c86f0ec5, 443
3610e277, 79
05260d49, 48
5dbb3963, 2304
018b6b6b, 168
e5bf57c6, 143
87f7e806, 15
5bbb3963, 1889
5f574174, 44
52bb3963, 1769
5a08936d, 1033
83ce9066, 679
2be2adb7, 173
d226546a, 1354
01ce9072, 1116
cc981440, 695
266a8824, 6
0611e36d, 2
14ade165, 337
390f5975, 1698
a53a5170, 249
72bb3963, 2000
a641a1b7, 20
85321c47, 1530
32f76481, 31
13203b84, 996
40c0e264, 25
de26546a, 994
b37f4d50, 116
10aa0d9d, 923
e2fd411c, 405
9f281663, 59
13933805, 50
f3bb3963, 549
2ddf0663, 4
2bc26370, 675
f0321b63, 797
5624e806, 132
b9e30239, 2
2ea0d747, 638
0ffe8970, 181
eb5c6001, 401
8360719d, 60
9ba09bb7, 6
c68a5959, 4
6f08936d, 1269
06242cd8, 33
84cc9e14, 5
6b78297e, 1575
af0ca578, 400
c89688cf, 85
9079e670, 1
97e51c66, 103
59cf256f, 74
8b628b2b, 1203
f0896e72, 125
4226d827, 10
73c0c345, 358
a9ace2ca, 1
d5c95c75, 390
3bb0e56f, 47
c335ed7b, 884
941fdc61, 2
fabb3963, 680
f12af794, 12
6ee56f49, 13
fdec5675, 6
43ff3f5a, 228
42998d63, 12
c2cc092b, 249
326a8b7a, 2
9e5c56c9, 747
ce8ac199, 174
f7dee9d6, 5
8656ca93, 32
636b0782, 73
dcf9256f, 95
8a72c87b, 34
9b2cc579, 78
cddb7e75, 418
78726f8d, 42
c06b8f48, 134
6e27546a, 1357
4e7b40c9, 2700
d8250e7a, 1522
a2980524, 621
cb5d1072, 1
6035e480, 17
212ffc46, 312
9933be27, 279
f5847fd4, 38
d47cc145, 17
05a67d41, 165
f0f6ca71, 32
902c8a24, 5
863d4a74, 27
bee2bf7f, 30
111b4adb, 1
5fa19770, 848
942c104c, 375
38648286, 4709
0527546a, 1213
c8d00582, 625
6910e277, 34
d163496b, 53
a5433849, 211
b0ae3082, 120
1875aeb7, 178
